,Make,Model,Registration,Location,Transmission,Seats,Fuel_Type,Fuel_Eco,Insurance_Group,CO2,Milage,Year,Price(£),Price_diff,Price on New(£),Price per month,Reserved,URL
134,Vauxhall,Corsa 1.4T 100 Limited Edition,OY65VRG,Cannock,Manual,5,Petrol,54,11E,122,48086,2015,8499,6731,15230,17.84,False,https://www.availablecar.com/used-cars/vauxhall-corsa-62325
135,Volkswagen,Polo 1.0 60 SE,PJ64EET,Sutton in Ashfield,Manual,5,Petrol,60,7E,106,39754,2014,8499,3881,12380,17.84,False,https://www.availablecar.com/used-cars/volkswagen-polo-59545
136,Ford,Focus 1.0 E/B 125 Zetec Nav,CK64HKG,Castle Donnington,Manual,5,Petrol,56,15E,114,39956,2014,8499,10591,19090,17.84,False,https://www.availablecar.com/used-cars/ford-focus-58664
137,Vauxhall,Corsa 1.4 90 SRi,BN65EOH,Cannock,Manual,5,Petrol,55,6E,120,29779,2015,8499,4166,12665,17.84,False,https://www.availablecar.com/used-cars/vauxhall-corsa-52273
138,Fiat,500 1.2 Lounge,MA17BJF,Leeds,Manual,4,Petrol,60,8U,110,30658,2017,8499,4546,13045,17.84,False,https://www.availablecar.com/used-cars/fiat-500-47079
139,Toyota,Aygo 1.0 VVT-i X-Style,CV18VAD,Sutton in Ashfield,Manual,4,Petrol,68,7E,95,35229,2018,8499,3381,11880,17.84,False,https://www.availablecar.com/used-cars/toyota-aygo-33625
140,Skoda,Fabia 1.2 TSI 90 SE L 5dr 16in,DU65VYP,Cannock,Manual,5,Petrol,60,8E,107,54482,2015,8599,5586,14185,18.05,False,https://www.availablecar.com/used-cars/skoda-fabia-58660
141,Smart,Forfour 1.0 Prime,OV67YZW,Sutton in Ashfield,Manual,4,Petrol,67,2E,97,22922,2017,8599,3786,12385,18.05,False,https://www.availablecar.com/used-cars/smart-forfour-58187
142,Citroen,C4 Picasso 1.6 HDi 90 VTR+,KN14UYF,Sutton in Ashfield,Manual,5,Diesel,67,15A,110,40916,2014,8599,10801,19400,18.05,True,https://www.availablecar.com/used-cars/citroen-c4-picasso-56431
143,Skoda,Citigo 1.0 60 Colour Edition,GGZ1060,Castle Donnington,Manual,4,Petrol,51,2E,101,1012510,2017,8599,1966,10565,18.05,False,https://www.availablecar.com/used-cars/skoda-citigo-55052
144,Citroen,C4 1.2 PureTech 110 Flair,VO16NZN,Cannock,Manual,5,Petrol,60,17A,110,28401,2016,8599,9256,17855,18.05,False,https://www.availablecar.com/used-cars/citroen-c4-54714
145,Hyundai,I10 1.0 SE,KR67XPZ,Cannock,Manual,5,Petrol,60,2D,108,21241,2017,8599,1996,10595,18.05,False,https://www.availablecar.com/used-cars/hyundai-i10-52916
146,Mini,Cooper 1.6D Baker Street,GN63OXZ,Sutton in Ashfield,Manual,4,Diesel,74,19E,99,52155,2013,8599,9506,18105,18.05,False,https://www.availablecar.com/used-cars/mini-hatch-52132
147,Citroen,C4 Picasso 1.6 e-HDi 115 Airdream Exclusive,SJ64TSZ,Castle Donnington,Manual,5,Diesel,70,17E,105,54324,2014,8599,16126,24725,18.05,True,https://www.availablecar.com/used-cars/citroen-c4-picasso-51717
148,Seat,Ibiza 1.2 TSI 105 I TECH,SB15KBV,Cannock,Manual,5,Petrol,55,15E,119,41079,2015,8599,5686,14285,18.05,False,https://www.availablecar.com/used-cars/seat-ibiza-51326
149,Peugeot,108 Top! 1.2 PureTech Allure,WG65PSX,Castle Donnington,Manual,4,Petrol,65,11E,99,16040,2015,8599,3841,12440,18.05,False,https://www.availablecar.com/used-cars/peugeot-108-46955
150,Hyundai,I20 1.2 SE,EN66KBZ,Sutton in Ashfield,Manual,5,Petrol,58,5E,112,43147,2017,8599,4371,12970,18.05,True,https://www.availablecar.com/used-cars/hyundai-i20-46289
151,Renault,Clio 1.5 dCi 90 Dynamique Nav,DG16VXT,Leeds,Manual,5,Diesel,85,12E,85,45434,2016,8599,7321,15920,18.05,False,https://www.availablecar.com/used-cars/renault-clio-42617
152,Kia,Picanto 1.0 65,CP66KKH,Castle Donnington,Manual,5,Petrol,64,2D,102,11571,2016,8599,1741,10340,18.05,False,https://www.availablecar.com/used-cars/kia-picanto-40190
153,Peugeot,108 1.2 PureTech Feline,MV16OFA,Leeds,Manual,4,Petrol,65,11E,99,23084,2016,8599,3525,12124,18.05,False,https://www.availablecar.com/used-cars/peugeot-108-39768
154,Vauxhall,Corsa 1.4 75 Energy,YC66DSU,Leeds,Manual,5,Petrol,55,3E,118,24132,2016,8599,3596,12195,18.05,False,https://www.availablecar.com/used-cars/vauxhall-corsa-39168
155,Toyota,Aygo 1.0 VVT-i X-Press,AP67HSG,Castle Donnington,Manual,4,Petrol,68,7E,95,29861,2018,8599,3281,11880,18.05,False,https://www.availablecar.com/used-cars/toyota-aygo-22459
156,Citroen,C1 1.2 PureTech 82 Flair,MX67VHR,Leeds,Manual,4,Petrol,65,11E,99,22711,2017,8699,3396,12095,18.26,False,https://www.availablecar.com/used-cars/citroen-c1-59295
157,Fiat,500 1.2 Lounge,NU66UYT,Leeds,Manual,4,Petrol,60,8U,110,17389,2016,8699,4046,12745,18.26,False,https://www.availablecar.com/used-cars/fiat-500-54215
158,Fiat,500 1.2 Lounge,WM17XVT,Cannock,Manual,4,Petrol,60,8U,110,28894,2017,8699,4346,13045,18.26,False,https://www.availablecar.com/used-cars/fiat-500-53767
159,Smart,Fortwo Coupe 0.9 Turbo White Edition,PN66SDY,Castle Donnington,Manual,2,Petrol,67,8E,97,28976,2016,8699,4556,13255,18.26,False,https://www.availablecar.com/used-cars/smart-fortwo-38261
160,Ford,Fiesta 1.25 Zetec,NJ16ZRY,Castle Donnington,Manual,5,Petrol,54,7E,122,37529,2016,8799,5041,13840,18.47,False,https://www.availablecar.com/used-cars/ford-fiesta-62923
161,Vauxhall,Corsa 1.4 90 Limited Edition,MT17VZS,Leeds,Manual,5,Petrol,54,7E,120,45864,2017,8799,7021,15820,18.47,False,https://www.availablecar.com/used-cars/vauxhall-corsa-61330
162,Toyota,Aygo 1.0 VVT-i X-Cite 3 5dr,FX66ZFP,Leeds,Manual,4,Petrol,68,7E,95,35342,2016,8799,3636,12435,18.47,False,https://www.availablecar.com/used-cars/toyota-aygo-60757
163,Smart,Fortwo Coupe 1.0 Passion 2dr,HY66NGV,Sutton in Ashfield,Automatic,2,Petrol,68,3E,94,20795,2016,8799,3266,12065,18.47,False,https://www.availablecar.com/used-cars/smart-fortwo-59196
164,Suzuki,Swift 1.6 Sport 5dr,GX64CWA,Castle Donnington,Manual,5,Petrol,44,19A,147,34715,2014,8799,5500,14299,18.47,False,https://www.availablecar.com/used-cars/suzuki-swift-58947
165,Toyota,Auris 1.2T Icon,MV15BVH,Leeds,Manual,5,Petrol,58,14E,112,29393,2015,8799,0,8799,18.47,True,https://www.availablecar.com/used-cars/toyota-auris-57500
166,Fiat,500 1.2 Lounge 3dr,RE17WCP,Cannock,Manual,4,Petrol,60,8U,110,30457,2017,8799,4246,13045,18.47,False,https://www.availablecar.com/used-cars/fiat-500-56555
167,Fiat,500 1.2 Lounge,YP67CHX,Sutton in Ashfield,Manual,4,Petrol,60,8U,110,32711,2017,8799,4371,13170,18.47,False,https://www.availablecar.com/used-cars/fiat-500-54250
168,Volkswagen,Up 1.0 75 High Up,VA66OVV,Leeds,Manual,4,Petrol,64,5E,101,46409,2017,8799,3126,11925,18.47,False,https://www.availablecar.com/used-cars/volkswagen-up-45690
169,Smart,Fortwo Coupe 0.9 Turbo Proxy Premium,MR02TAX,Leeds,Manual,2,Petrol,67,8E,97,17788,2016,8799,4356,13155,18.47,False,https://www.availablecar.com/used-cars/smart-fortwo-44573
170,Fiat,500 1.2 Lounge,EY66ENM,Castle Donnington,Manual,4,Petrol,60,8U,110,13975,2016,8899,3846,12745,18.68,False,https://www.availablecar.com/used-cars/fiat-500-59514
171,Fiat,500L 1.6 Multijet 120 Pop Star,GD66YOL,Cannock,Manual,5,Diesel,67,18A,112,35687,2017,8899,9621,18520,18.68,False,https://www.availablecar.com/used-cars/fiat-500l-5808
172,Renault,Clio 0.9 TCE 90 Dynamique MediaNav,WD14XAK,Cannock,Manual,5,Petrol,62,9E,104,11656,2014,8899,5241,14140,18.68,True,https://www.availablecar.com/used-cars/renault-clio-56824
173,Peugeot,208 1.5 BlueHDi 100 Tech Edition,KR68NKX,Castle Donnington,Manual,5,Diesel,67,18E,97,62687,2018,8899,8480,17379,18.68,False,https://www.availablecar.com/used-cars/peugeot-208-51775
174,Kia,Picanto 1.0 2,SL68TKU,Castle Donnington,Manual,5,Petrol,50,5E,128,21435,2018,8899,1956,10855,18.68,False,https://www.availablecar.com/used-cars/kia-picanto-47149
175,Nissan,Juke 1.6 Visia 5dr,YC15LHY,Leeds,Manual,5,Petrol,47,8E,138,36028,2015,8899,4536,13435,18.68,True,https://www.availablecar.com/used-cars/nissan-juke-42889
176,Kia,Soul 1.6 GDi Connect Plus 5dr,DY64YVL,Castle Donnington,Manual,5,Petrol,41,10E,158,44150,2014,8899,6766,15665,18.68,False,https://www.availablecar.com/used-cars/kia-soul-41598
177,Toyota,Aygo 1.0 VVT-i X-Cite 2,CV16VBG,Sutton in Ashfield,Manual,4,Petrol,68,7E,95,26870,2016,8899,2891,11790,18.68,False,https://www.availablecar.com/used-cars/toyota-aygo-38349
178,DS,DS3 1.2 PureTech 110 Elegance 3dr 17in,GF16LTJ,Leeds,Manual,5,Petrol,65,18E,100,36407,2016,8899,7441,16340,18.68,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-17995
179,Fiat,500 1.2 S,LD17SUF,Castle Donnington,Manual,4,Petrol,60,8U,110,26932,2017,8999,4006,13005,18.89,False,https://www.availablecar.com/used-cars/fiat-500-63299
180,Volkswagen,Polo 1.0 60 SE,MP65FYG,Leeds,Manual,5,Petrol,60,7E,106,47248,2016,8999,3581,12580,18.89,False,https://www.availablecar.com/used-cars/volkswagen-polo-63284
181,Hyundai,I10 1.0 SE,YJ18XTR,Leeds,Manual,5,Petrol,60,2D,108,18468,2018,8999,1596,10595,18.89,False,https://www.availablecar.com/used-cars/hyundai-i10-62873
182,Nissan,Juke 1.2 DiG-T Acenta Premium 5dr,DN65NGG,Leeds,Manual,5,Petrol,49,11E,128,45614,2015,8999,7976,16975,18.89,True,https://www.availablecar.com/used-cars/nissan-juke-61319
183,Volkswagen,Polo 1.2 70 R-Line Style,KU14UKD,Castle Donnington,Manual,5,Petrol,51,8E,128,47854,2014,8999,5216,14215,18.89,False,https://www.availablecar.com/used-cars/volkswagen-polo-61300
184,Smart,Fortwo Coupe 1.0 Prime 2dr,MF16JNK,Sutton in Ashfield,Automatic,2,Petrol,68,3E,94,31556,2016,8999,3761,12760,18.89,False,https://www.availablecar.com/used-cars/smart-fortwo-59886
185,Vauxhall,Corsa 1.4 90 SE,FD64KNK,Sutton in Ashfield,Manual,5,Petrol,55,6E,120,18300,2015,8999,4131,13130,18.89,False,https://www.availablecar.com/used-cars/vauxhall-corsa-59863
186,Suzuki,Swift 1.6 Sport 3dr,NJ65FMX,Leeds,Manual,4,Petrol,44,,147,42059,2015,8999,4800,13799,18.89,False,https://www.availablecar.com/used-cars/suzuki-swift-59594
187,Volkswagen,Polo 1.0 60 SE,MM15ZCT,Cannock,Manual,5,Petrol,60,7E,106,42923,2015,8999,4161,13160,18.89,False,https://www.availablecar.com/used-cars/volkswagen-polo-59580
188,Fiat,500 0.9 TwinAir Lounge 3dr,NJ65HWG,Sutton in Ashfield,Automatic,4,Petrol,74,11U,88,42818,2015,8999,5636,14635,18.89,False,https://www.availablecar.com/used-cars/fiat-500-58450
189,Nissan,Juke 1.5 dCi Tekna 5dr,VK64UWG,Sutton in Ashfield,Manual,5,Diesel,70,12E,104,57593,2014,8999,10011,19010,18.89,False,https://www.availablecar.com/used-cars/nissan-juke-58348
190,Citroen,C1 1.0 VTi Feel,KW19XUT,Sutton in Ashfield,Manual,4,Petrol,57,8E,93,2580,2019,8999,2306,11305,18.89,False,https://www.availablecar.com/used-cars/citroen-c1-29425
191,Ford,Focus 1.5 TDCi 120 Zetec Nav,MJ15WGD,Leeds,Manual,5,Diesel,74,15E,98,57960,2015,9099,0,9099,190.99,True,https://www.availablecar.com/used-cars/ford-focus-61329
192,Abarth,595 1.4 T-Jet 140,RV65CAO,Sutton in Ashfield,Manual,4,Petrol,47,26U,139,34483,2015,9099,5326,14425,190.99,False,https://www.availablecar.com/used-cars/abarth-595-58558
193,Skoda,Fabia 1.2 TSI 90 SE,YL15YAV,Leeds,Manual,5,Petrol,60,8E,107,27357,2015,9099,4236,13335,190.99,False,https://www.availablecar.com/used-cars/skoda-fabia-58189
194,Skoda,Citigo 1.0 60 Colour Edition,DL18VJX,Cannock,Manual,4,Petrol,64,2E,101,16787,2018,9099,1701,10800,190.99,False,https://www.availablecar.com/used-cars/skoda-citigo-58126
195,Ford,Fiesta 1.5 TDCi ECOnetic Titanium,HY65YXU,Castle Donnington,Manual,5,Diesel,88,14E,82,51405,2015,9099,8141,17240,190.99,False,https://www.availablecar.com/used-cars/ford-fiesta-57243
196,Peugeot,108 1.0 72 Allure,GK68VNH,Leeds,Manual,4,Petrol,57,8E,93,23652,2018,9099,3491,12590,190.99,False,https://www.availablecar.com/used-cars/peugeot-108-56521
197,Vauxhall,Corsa 1.4 90 Limited Edition,FJ15VZL,Castle Donnington,Manual,5,Petrol,54,7E,121,19000,2015,9099,4996,14095,190.99,False,https://www.availablecar.com/used-cars/vauxhall-corsa-54625
198,Peugeot,108 1.0 72 Active,ST68VCK,Castle Donnington,Manual,4,Petrol,57,8E,93,5490,2018,9099,2086,11185,190.99,False,https://www.availablecar.com/used-cars/peugeot-108-54216
199,Skoda,Citigo 1.0 60 Colour Edition,SA18CZM,Castle Donnington,Manual,4,Petrol,64,2E,101,16258,2018,9099,1701,10800,190.99,False,https://www.availablecar.com/used-cars/skoda-citigo-54009
200,Mini,Coupe 1.6 Cooper 3dr Sport Chili Pack Media,NK15VNM,Cannock,Manual,2,Petrol,52,18E,127,49238,2015,9099,11821,20920,190.99,True,https://www.availablecar.com/used-cars/mini-coupe-53949
201,Vauxhall,Adam 1.4 100 Slam,SD17KJU,Cannock,Manual,4,Petrol,52,9E,125,39759,2017,9099,6436,15535,190.99,False,https://www.availablecar.com/used-cars/vauxhall-adam-51782
202,Ford,Fiesta 1.0 E/B 125 Zetec S 3dr City,FJ16UHU,Cannock,Manual,5,Petrol,65,15E,99,49312,2016,9099,6891,15990,190.99,False,https://www.availablecar.com/used-cars/ford-fiesta-51051
203,Fiat,500 1.2 Lounge,WP18GFZ,Castle Donnington,Manual,4,Petrol,46,8U,110,38163,2018,9099,4071,13170,190.99,False,https://www.availablecar.com/used-cars/fiat-500-46356
204,Toyota,Aygo 1.0 VVT-i X-Cite 2,CU16MVN,Castle Donnington,Manual,4,Petrol,68,7E,95,16995,2016,9099,2691,11790,190.99,False,https://www.availablecar.com/used-cars/toyota-aygo-45715
205,Smart,Forfour 1.0 Pure 5dr Comfort,SL68FVC,Cannock,Manual,4,Petrol,54,1E,118,12941,2018,9099,1216,10315,190.99,False,https://www.availablecar.com/used-cars/smart-forfour-45391
206,Toyota,Aygo 1.0 VVT-i X-Play,EX68BBU,Castle Donnington,Manual,4,Petrol,68,7E,93,7282,2018,9099,2096,11195,190.99,False,https://www.availablecar.com/used-cars/toyota-aygo-45019
207,Peugeot,108 1.2 PureTech Allure,EF67WWU,Sutton in Ashfield,Manual,4,Petrol,65,11E,99,16400,2017,9099,3286,12385,190.99,False,https://www.availablecar.com/used-cars/peugeot-108-44822
208,DS,DS3 1.6 BlueHDi 100 Elegance,BT16WUH,Leeds,Manual,5,Diesel,83,21E,87,39500,2016,9099,7166,16265,190.99,True,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-44576
209,Nissan,Note 1.2 Acenta Premium,YH17ORA,Leeds,Manual,5,Petrol,60,6E,109,15599,2017,9099,5846,14945,190.99,False,https://www.availablecar.com/used-cars/nissan-note-42562
210,Kia,Picanto 1.0 1,NA19ZHH,Castle Donnington,Manual,5,Petrol,50,4E,128,16297,2019,9099,401,9500,190.99,False,https://www.availablecar.com/used-cars/kia-picanto-42460
211,Fiat,500 1.2 Lounge 3dr Digital,DK68FWT,Sutton in Ashfield,Manual,4,Petrol,46,8U,116,36817,2018,9099,4241,13340,190.99,False,https://www.availablecar.com/used-cars/fiat-500-41694
212,Ford,Ka+ 1.2 Zetec,KK17PXR,Leeds,Manual,5,Petrol,56,2E,114,26398,2017,9099,1091,10190,190.99,False,https://www.availablecar.com/used-cars/ford-ka-41356
213,Vauxhall,Corsa 1.4 90 Limited Edition,SH66ZSX,Castle Donnington,Manual,5,Petrol,54,7E,120,33953,2016,9099,6006,15105,190.99,False,https://www.availablecar.com/used-cars/vauxhall-corsa-36390
214,Fiat,Tipo 1.4 T-Jet 120 Lounge,NU66UZC,Cannock,Manual,5,Petrol,47,13E,139,38204,2016,9099,6711,15810,190.99,False,https://www.availablecar.com/used-cars/fiat-tipo-36369
215,Ford,Fiesta 1.25 Zetec Nav,FH17AAK,Castle Donnington,Manual,5,Petrol,54,7E,122,53364,2017,9099,5241,14340,190.99,False,https://www.availablecar.com/used-cars/ford-fiesta-36314
216,Ford,Fiesta 1.25 Zetec,CV64EWT,Leeds,Manual,5,Petrol,54,7E,120,21808,2014,9099,4391,13490,190.99,False,https://www.availablecar.com/used-cars/ford-fiesta-34446
217,Seat,Ibiza Coupe 1.4 Toca,EX15YHK,Cannock,Manual,5,Petrol,47,11E,139,4011,2015,9099,3586,12685,190.99,False,https://www.availablecar.com/used-cars/seat-ibiza-28683
218,Vauxhall,Astra 1.4 100 Design,NV17AAY,Sutton in Ashfield,Manual,5,Petrol,52,8E,124,56670,2017,9199,7121,16320,193.09,False,https://www.availablecar.com/used-cars/vauxhall-astra-59101
219,Vauxhall,Corsa 1.4T 100 Limited Edition,YE65BND,Leeds,Manual,5,Petrol,54,11E,122,30676,2015,9199,6031,15230,193.09,False,https://www.availablecar.com/used-cars/vauxhall-corsa-34169
220,Kia,Venga 1.6 CRDi 3,CF17ZZD,Leeds,Manual,5,Diesel,64,14E,115,37009,2017,9199,8371,17570,193.09,False,https://www.availablecar.com/used-cars/kia-venga-22867
221,Peugeot,208 1.2 PureTech 110 GT Line,SJ66RKZ,Castle Donnington,Manual,5,Petrol,65,15E,99,33885,2016,9199,7441,16640,193.09,True,https://www.availablecar.com/used-cars/peugeot-208-16088
222,Vauxhall,Adam 1.2 Energised,VO17YZL,Castle Donnington,Manual,4,Petrol,57,2E,116,9056,2017,9299,5211,14510,195.19,False,https://www.availablecar.com/used-cars/vauxhall-adam-8155
223,Fiat,500X 1.6 Multijet Pop Star 5dr,BD16VVR,Castle Donnington,Manual,5,Diesel,68,13E,109,43423,2016,9299,9741,19040,195.19,False,https://www.availablecar.com/used-cars/fiat-500x-62889
224,Peugeot,108 1.0 72 Allure,ML68ZDZ,Castle Donnington,Manual,4,Petrol,57,8E,93,15242,2018,9299,3291,12590,195.19,False,https://www.availablecar.com/used-cars/peugeot-108-60074
225,Citroen,C4 1.2 PureTech 130 Flair 5dr,MJ15CKY,Leeds,Automatic,5,Petrol,57,19A,113,20427,2015,9299,10091,19390,195.19,True,https://www.availablecar.com/used-cars/citroen-c4-55532
226,Vauxhall,Corsa 1.4 75 Energy,BV17OTT,Cannock,Manual,5,Petrol,55,3E,118,14555,2017,9299,4211,13510,195.19,False,https://www.availablecar.com/used-cars/vauxhall-corsa-55507
227,Ford,Fiesta 1.0 E/B 100 Zetec,BK16ECX,Cannock,Manual,5,Petrol,65,11E,99,25041,2016,9299,5541,14840,195.19,False,https://www.availablecar.com/used-cars/ford-fiesta-54668
228,Ford,Ka+ 1.2 Zetec 5dr City Pack Privacy,AJ66XCB,Castle Donnington,Manual,5,Petrol,56,5E,114,16801,2016,9299,941,10240,195.19,False,https://www.availablecar.com/used-cars/ford-ka-52944
229,Fiat,500 1.2 Lounge 3dr 16in,KU67LWO,Sutton in Ashfield,Manual,4,Petrol,46,8U,110,19378,2017,9299,3871,13170,195.19,False,https://www.availablecar.com/used-cars/fiat-500-52938
230,Vauxhall,Corsa 1.4 75 Energy,BT68RZY,Cannock,Manual,5,Petrol,44,3E,128,37719,2018,9299,5421,14720,195.19,False,https://www.availablecar.com/used-cars/vauxhall-corsa-33654
231,Volkswagen,Golf 1.6 TDI 105 SE,LB14CDN,Castle Donnington,Manual,5,Diesel,74,11E,99,48793,2014,9399,11536,20935,197.29,True,https://www.availablecar.com/used-cars/volkswagen-golf-61299
232,DS,DS3 1.6 BlueHDi 120 Prestige,YY66DKD,Sutton in Ashfield,Manual,5,Diesel,78,26E,94,44909,2016,9399,10341,19740,197.29,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-58561
233,Peugeot,108 1.0 72 Collection,ND68AOG,Leeds,Manual,4,Petrol,57,8E,93,14565,2018,9399,3441,12840,197.29,False,https://www.availablecar.com/used-cars/peugeot-108-58188
234,Vauxhall,Viva 1.0 SL,NV68EUX,Sutton in Ashfield,Manual,5,Petrol,55,5E,117,7428,2018,9399,0,9399,197.29,False,https://www.availablecar.com/used-cars/vauxhall-viva-58174
235,Smart,Fortwo Coupe 0.9 Turbo Prime Sport,YE17EFO,Leeds,Manual,2,Petrol,67,8E,97,14581,2017,9399,3681,13080,197.29,False,https://www.availablecar.com/used-cars/smart-fortwo-56201
236,Vauxhall,Corsa 1.4 75 Energy,DL67BMZ,Cannock,Manual,5,Petrol,55,3E,118,20956,2018,9399,4521,13920,197.29,False,https://www.availablecar.com/used-cars/vauxhall-corsa-49469
237,Fiat,500 1.2 Lounge,DX68GBE,Cannock,Manual,4,Petrol,46,8U,110,27059,2018,9399,3941,13340,197.29,False,https://www.availablecar.com/used-cars/fiat-500-49194
238,Peugeot,2008 1.6 BlueHDi 100 Allure,AF65FFE,Cannock,Manual,5,Diesel,78,19A,95,50432,2015,9399,8591,17990,197.29,False,https://www.availablecar.com/used-cars/peugeot-2008-40641
239,Citroen,C1 1.0 VTi Flair,NJ19KZO,Castle Donnington,Manual,4,Petrol,57,8E,93,18625,2019,9399,3096,12495,197.29,False,https://www.availablecar.com/used-cars/citroen-c1-39565
240,Toyota,Aygo 1.0 VVT-i X-Plore,HY68ZNX,Castle Donnington,Manual,4,Petrol,68,7E,93,36729,2018,9399,3051,12450,197.29,False,https://www.availablecar.com/used-cars/toyota-aygo-37388
241,Fiat,500 1.2 Lounge,EU68MOF,Cannock,Manual,4,Petrol,46,8U,116,27715,2018,9399,3941,13340,197.29,False,https://www.availablecar.com/used-cars/fiat-500-37211
242,Skoda,Citigo 1.0 75 GreenTech SE L,ML68AOG,Cannock,Manual,4,Petrol,53,3E,97,22134,2018,9399,1496,10895,197.29,False,https://www.availablecar.com/used-cars/skoda-citigo-37210
243,Toyota,Yaris 1.33 VVT-i Icon,YS66JHY,Sutton in Ashfield,Manual,5,Petrol,57,10E,114,33996,2016,9399,4811,14210,197.29,False,https://www.availablecar.com/used-cars/toyota-yaris-31853
244,Ford,Fiesta 1.0 E/B 100 Titanium,EJ16LCV,Castle Donnington,Manual,5,Petrol,65,11E,99,28689,2016,9499,7161,16660,199.39,False,https://www.availablecar.com/used-cars/ford-fiesta-63277
245,Nissan,Pulsar 1.2 DiG-T N-Connecta,FA16MYW,Castle Donnington,Manual,5,Petrol,56,9E,117,22794,2016,9499,10011,19510,199.39,False,https://www.availablecar.com/used-cars/nissan-pulsar-63264
246,Ford,Fiesta 1.0 E/B 100 Titanium,HV66OZX,Cannock,Manual,5,Petrol,65,11E,99,37314,2016,9499,6591,16090,199.39,False,https://www.availablecar.com/used-cars/ford-fiesta-63089
247,Kia,Soul 1.6 CRDi Connect Plus 5dr,BL16VGV,Cannock,Manual,5,Diesel,56,10E,132,44535,2016,9499,8016,17515,199.39,False,https://www.availablecar.com/used-cars/kia-soul-60097
248,Kia,Ceed 1.6 GDi 3 5dr,RV15ERJ,Castle Donnington,Automatic,5,Petrol,46,12E,140,49479,2015,9499,11021,20520,199.39,False,https://www.availablecar.com/used-cars/kia-ceed-59277
249,DS,DS3 Cabrio 1.2 PureTech 110 Elegance,YE17YNW,Leeds,Manual,5,Petrol,65,21A,100,23372,2017,9499,9781,19280,199.39,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-cabrio-59106
250,Peugeot,108 1.0 72 Allure,BM19OHH,Cannock,Manual,4,Petrol,57,8E,93,20636,2019,9499,3556,13055,199.39,False,https://www.availablecar.com/used-cars/peugeot-108-53250
251,Volkswagen,Polo 1.0 60 S,GF66WCL,Leeds,Manual,5,Petrol,,7E,106,27377,2016,9499,3321,12820,199.39,True,https://www.availablecar.com/used-cars/volkswagen-polo-52428
252,Toyota,Aygo 1.0 VVT-i X-Clusiv 2 TSS 5dr,GX66OPY,Cannock,Manual,4,Petrol,68,6E,95,14493,2016,9499,4466,13965,199.39,False,https://www.availablecar.com/used-cars/toyota-aygo-29794
253,DS,DS3 1.6 BlueHDi 120 Prestige,AU16NFC,Castle Donnington,Manual,5,Diesel,78,26E,94,31507,2016,9499,9941,19440,199.39,True,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-19506
254,Fiat,500 1.2 Lounge,WV18OHS,Cannock,Manual,4,Petrol,46,8U,110,20832,2018,9599,3571,13170,201.49,False,https://www.availablecar.com/used-cars/fiat-500-62332
